field_1;id_in;x_in;y_in;id_anf;x_anf;y_anf;id_ant;x_ant;y_ant;name_anf_in;oneway_anf_in;lanes_anf_in;highway_anf_in;maxspeed_anf_in;grade_anf_in;name_in_ant;oneway_in_ant;lanes_in_ant;highway_in_ant;maxspeed_in_ant;grade_in_ant;DWV_mean;angle;movement;sas;tag;tad_fr;tad_vim;bc_rouge;preselection;Comment;Signalized_inter
"3993";"268247722";"319629.5647";"5154826.597";"5071556895";"319558.0683";"5154756.374";"616291698";"319674.9762";"5154761.331";Avenue de BAthusy;False;"3";tertiary;"50.0";"-0.0086";Chemin du MolAson;False;"1";residential;"50.0";"-0.0256";"2866.5";"80.345";droite;;;;;;;;No
"3994";"268247722";"319629.5647";"5154826.597";"5621729365";"319683.1823";"5154880.627";"616291698";"319674.9762";"5154761.331";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0089";Chemin du MolAson;False;"1";residential;"50.0";"-0.0256";"225.0";"259.61";gauche;;;;;;;Move impossible;Yes
"3995";"268247722";"319629.5647";"5154826.597";"5621729383";"319605.536";"5154853.336";"616291698";"319674.9762";"5154761.331";Chemin du Muveran;False;"1";residential;"50.0";"-0.0336";Chemin du MolAson;False;"1";residential;"50.0";"-0.0256";"342.5";"172.886";tout_droit;;;;;;;;No
"3996";"268247722";"319629.5647";"5154826.597";"5071556895";"319558.0683";"5154756.374";"5621729383";"319605.536";"5154853.336";Avenue de BAthusy;False;"3";tertiary;"50.0";"-0.0086";Chemin du Muveran;False;"1";residential;"50.0";"0.0336";"2759.0";"267.459";gauche;;;;;;;;No
"3997";"268247722";"319629.5647";"5154826.597";"5621729365";"319683.1823";"5154880.627";"5621729383";"319605.536";"5154853.336";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0089";Chemin du Muveran;False;"1";residential;"50.0";"0.0336";"117.5";"86.725";droite;Easy;;;;;;;Yes
"3998";"268247722";"319629.5647";"5154826.597";"616291698";"319674.9762";"5154761.331";"5621729383";"319605.536";"5154853.336";Chemin du MolAson;False;"1";residential;"50.0";"0.0256";Chemin du Muveran;False;"1";residential;"50.0";"0.0336";"342.5";"187.114";tout_droit;;;;;;;;No
"3999";"268247722";"319629.5647";"5154826.597";"5621729365";"319683.1823";"5154880.627";"5071556895";"319558.0683";"5154756.374";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0089";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0086";"2641.5";"179.266";tout_droit;Easy;;;Yes;;;;Yes
"4000";"268247722";"319629.5647";"5154826.597";"616291698";"319674.9762";"5154761.331";"5071556895";"319558.0683";"5154756.374";Chemin du MolAson;False;"1";residential;"50.0";"0.0256";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0086";"2866.5";"279.655";gauche;;;;;;;;No
"4001";"268247722";"319629.5647";"5154826.597";"5621729383";"319605.536";"5154853.336";"5071556895";"319558.0683";"5154756.374";Chemin du Muveran;False;"1";residential;"50.0";"-0.0336";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0086";"2759.0";"92.541";droite;;;;;;;;No
"4002";"268247721";"319520.2276";"5154719.201";"581213795";"319620.1905";"5154718.112";"2479348597";"319544.1262";"5154742.677";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.0197";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.015";"2866.5";"45.113";droite;;;;;;;;
"4003";"268247721";"319520.2276";"5154719.201";"60947545";"319490.8818";"5154702.016";"2479348597";"319544.1262";"5154742.677";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0366";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.015";"4536.334";"194.136";tout_droit;;;;;;;;
"4004";"268247721";"319520.2276";"5154719.201";"581213795";"319620.1905";"5154718.112";"60947545";"319490.8818";"5154702.016";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.0197";Avenue de BAthusy;False;"3";tertiary;"50.0";"-0.0366";"2119.833";"210.978";gauche;;;;;;;;
"4005";"268247721";"319520.2276";"5154719.201";"2479348597";"319544.1262";"5154742.677";"60947545";"319490.8818";"5154702.016";Avenue de BAthusy;False;"3";tertiary;"50.0";"-0.015";Avenue de BAthusy;False;"3";tertiary;"50.0";"-0.0366";"4536.334";"165.864";tout_droit;;;;;;;;
"4006";"268247721";"319520.2276";"5154719.201";"2479348597";"319544.1262";"5154742.677";"581213795";"319620.1905";"5154718.112";Avenue de BAthusy;False;"3";tertiary;"50.0";"-0.015";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.0197";"2866.5";"314.887";gauche;;;;;;;;
"4007";"268247721";"319520.2276";"5154719.201";"60947545";"319490.8818";"5154702.016";"581213795";"319620.1905";"5154718.112";Avenue de BAthusy;False;"3";tertiary;"50.0";"0.0366";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.0197";"2119.833";"149.022";droite;;;;;;;;
"4008";"580046834";"319675.9949";"5154711.523";"268247719";"319645.8781";"5154713.276";"616293569";"319732.505";"5154680.168";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.1121";Chemin de la Gottettaz;False;"1";"['residential', 'service']";"50.0";"-0.1073";"450.0";"154.307";droite;;;;;;;;
"4009";"580046834";"319675.9949";"5154711.523";"268247719";"319645.8781";"5154713.276";"616293569";"319732.505";"5154680.168";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.1121";Chemin de la Gottettaz;False;"1";"['residential', 'service']";"50.0";"-0.1";"450.0";"154.307";droite;;;;;;;;
"4010";"580046834";"319675.9949";"5154711.523";"616293569";"319732.505";"5154680.168";"268247719";"319645.8781";"5154713.276";Chemin de la Gottettaz;False;"1";"['residential', 'service']";"50.0";"0.1";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.1121";"450.0";"205.693";gauche;;;;;;;;
"4011";"580046834";"319675.9949";"5154711.523";"616293569";"319732.505";"5154680.168";"268247719";"319645.8781";"5154713.276";Chemin de la Gottettaz;False;"1";"['residential', 'service']";"50.0";"0.1073";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.1121";"450.0";"205.693";gauche;;;;;;;;
"4012";"268247719";"319645.8781";"5154713.276";"580046834";"319675.9949";"5154711.523";"5071560264";"319653.2172";"5154724.879";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.1121";Chemin du MolAson;False;"1";residential;"50.0";"0.0196";"450.0";"61.017";droite;;;;;;;;
"4013";"268247719";"319645.8781";"5154713.276";"581213795";"319620.1905";"5154718.112";"5071560264";"319653.2172";"5154724.879";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.0644";Chemin du MolAson;False;"1";residential;"50.0";"0.0196";"450.0";"248.348";gauche;;;;;;;;
"4014";"268247719";"319645.8781";"5154713.276";"580046834";"319675.9949";"5154711.523";"268247718";"319597.4041";"5154605.222";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.1121";Chemin du MolAson;True;"1";residential;"50.0";"-0.0006";"450.0";"249.17";gauche;;;;;;;;
"4015";"268247719";"319645.8781";"5154713.276";"5071560264";"319653.2172";"5154724.879";"268247718";"319597.4041";"5154605.222";Chemin du MolAson;False;"1";residential;"50.0";"-0.0196";Chemin du MolAson;True;"1";residential;"50.0";"-0.0006";"450.0";"188.153";tout_droit;;;;;;;;
"4016";"268247719";"319645.8781";"5154713.276";"581213795";"319620.1905";"5154718.112";"268247718";"319597.4041";"5154605.222";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.0644";Chemin du MolAson;True;"1";residential;"50.0";"-0.0006";"450.0";"76.5";droite;;;;;;;;
"4017";"268247719";"319645.8781";"5154713.276";"580046834";"319675.9949";"5154711.523";"581213795";"319620.1905";"5154718.112";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.1121";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.0644";"450.0";"172.669";tout_droit;;;;;;;;
"4018";"268247719";"319645.8781";"5154713.276";"5071560264";"319653.2172";"5154724.879";"581213795";"319620.1905";"5154718.112";Chemin du MolAson;False;"1";residential;"50.0";"-0.0196";Chemin de la Gottettaz;False;"1";residential;"50.0";"0.0644";"450.0";"111.652";droite;;;;;;;;
"4019";"268247719";"319645.8781";"5154713.276";"5071560264";"319653.2172";"5154724.879";"580046834";"319675.9949";"5154711.523";Chemin du MolAson;False;"1";residential;"50.0";"-0.0196";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.1121";"450.0";"298.983";gauche;;;;;;;;
"4020";"268247719";"319645.8781";"5154713.276";"581213795";"319620.1905";"5154718.112";"580046834";"319675.9949";"5154711.523";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.0644";Chemin de la Gottettaz;False;"1";residential;"50.0";"-0.1121";"450.0";"187.331";tout_droit;;;;;;;;
"4021";"268247718";"319597.4041";"5154605.222";"268247719";"319645.8781";"5154713.276";"616385489";"319585.26";"5154611.679";Chemin du MolAson;True;"1";residential;"50.0";"-0.0006";Chemin du Levant;False;"1";residential;"50.0";"0.0654";"864.5";"86.162";droite;;;;;;;;
"4022";"268247718";"319597.4041";"5154605.222";"616385518";"319608.097";"5154600.044";"616385489";"319585.26";"5154611.679";Chemin du Levant;False;"1";residential;"50.0";"0.0834";Chemin du Levant;False;"1";residential;"50.0";"0.0654";"1279.0";"177.839";tout_droit;;;;;;;;
"4023";"268247718";"319597.4041";"5154605.222";"268247719";"319645.8781";"5154713.276";"616385518";"319608.097";"5154600.044";Chemin du MolAson;True;"1";residential;"50.0";"-0.0006";Chemin du Levant;False;"1";residential;"50.0";"-0.0834";"864.5";"268.323";gauche;;;;;;;;
"4024";"268247718";"319597.4041";"5154605.222";"616385489";"319585.26";"5154611.679";"616385518";"319608.097";"5154600.044";Chemin du Levant;False;"1";residential;"50.0";"-0.0654";Chemin du Levant;False;"1";residential;"50.0";"-0.0834";"1279.0";"182.161";tout_droit;;;;;;;;
"4025";"268247708";"319542.4641";"5154374.574";"616664214";"319704.4641";"5154305.734";"615589208";"319516.6467";"5154304.035";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0728";Chemin de Chandolin;True;"1";residential;"30.0";"-0.1525";"1380.88";"272.92";gauche;;;;;;;;
"4026";"268247708";"319542.4641";"5154374.574";"615589227";"319501.4132";"5154409.528";"615589208";"319516.6467";"5154304.035";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0065";Chemin de Chandolin;True;"1";residential;"30.0";"-0.1525";"1380.88";"110.311";droite;;;;;;;;
"4027";"268247708";"319542.4641";"5154374.574";"616664214";"319704.4641";"5154305.734";"616664501";"319645.2929";"5154390.382";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0728";Avenue de Jaman;True;"1";residential;"30.0";"0.008";"191.5";"31.762";droite;;;;;;;;
"4028";"268247708";"319542.4641";"5154374.574";"615589227";"319501.4132";"5154409.528";"616664501";"319645.2929";"5154390.382";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0065";Avenue de Jaman;True;"1";residential;"30.0";"0.008";"191.5";"229.153";gauche;;;;;;;;
"4029";"268247708";"319542.4641";"5154374.574";"616664214";"319704.4641";"5154305.734";"615589227";"319501.4132";"5154409.528";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0728";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0065";"270.0";"162.609";droite;;;;;;;;
"4030";"268247708";"319542.4641";"5154374.574";"615589227";"319501.4132";"5154409.528";"616664214";"319704.4641";"5154305.734";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0065";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0728";"270.0";"197.391";gauche;;;;;;;;
"4031";"580056006";"319716.119";"5154303.963";"616664243";"319725.7426";"5154307.714";"616664214";"319704.4641";"5154305.734";;False;"1";residential;"30.0";"0.0345";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0567";"270.0";"150.065";droite;;;;;;;;
"4032";"580056006";"319716.119";"5154303.963";"268247705";"319724.068";"5154299.945";"616664214";"319704.4641";"5154305.734";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0512";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0567";"270.0";"198.175";gauche;;;;;;;;
"4033";"580056006";"319716.119";"5154303.963";"616664243";"319725.7426";"5154307.714";"268247705";"319724.068";"5154299.945";;False;"1";residential;"30.0";"0.0345";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0512";"270.0";"311.89";gauche;;;;;;;;
"4034";"580056006";"319716.119";"5154303.963";"616664214";"319704.4641";"5154305.734";"268247705";"319724.068";"5154299.945";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0567";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0512";"270.0";"161.825";droite;;;;;;;;
"4035";"580056006";"319716.119";"5154303.963";"616664214";"319704.4641";"5154305.734";"616664243";"319725.7426";"5154307.714";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0567";;False;"1";residential;"30.0";"-0.0345";"270.0";"209.935";gauche;;;;;;;;
"4036";"580056006";"319716.119";"5154303.963";"268247705";"319724.068";"5154299.945";"616664243";"319725.7426";"5154307.714";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0512";;False;"1";residential;"30.0";"-0.0345";"270.0";"48.11";droite;;;;;;;;
"4037";"616664243";"319725.7426";"5154307.714";"268247705";"319724.068";"5154299.945";"616664435";"319838.709";"5154342.985";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0125";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0997";"270.0";"119.504";droite;;;;;;;;
"4038";"616664243";"319725.7426";"5154307.714";"616664303";"319763.5885";"5154380.353";"616664435";"319838.709";"5154342.985";Chemin Simplemont;False;"1";residential;"30.0";"-0.0314";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0997";"430.69";"314.86";gauche;;;;;;;;
"4039";"616664243";"319725.7426";"5154307.714";"580056006";"319716.119";"5154303.963";"616664435";"319838.709";"5154342.985";;False;"1";residential;"30.0";"-0.0345";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0997";"270.0";"176.045";tout_droit;;;;;;;;
"4040";"616664243";"319725.7426";"5154307.714";"268247705";"319724.068";"5154299.945";"616664303";"319763.5885";"5154380.353";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0125";Chemin Simplemont;False;"1";residential;"30.0";"0.0314";"430.69";"164.644";droite;;;;;;;;
"4041";"616664243";"319725.7426";"5154307.714";"616664435";"319838.709";"5154342.985";"616664303";"319763.5885";"5154380.353";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0997";Chemin Simplemont;False;"1";residential;"30.0";"0.0314";"430.69";"45.14";droite;;;;;;;;
"4042";"616664243";"319725.7426";"5154307.714";"580056006";"319716.119";"5154303.963";"616664303";"319763.5885";"5154380.353";;False;"1";residential;"30.0";"-0.0345";Chemin Simplemont;False;"1";residential;"30.0";"0.0314";"430.69";"221.185";gauche;;;;;;;;
"4043";"616664243";"319725.7426";"5154307.714";"268247705";"319724.068";"5154299.945";"580056006";"319716.119";"5154303.963";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0125";;False;"1";residential;"30.0";"0.0345";"270.0";"303.458";gauche;;;;;;;;
"4044";"616664243";"319725.7426";"5154307.714";"616664435";"319838.709";"5154342.985";"580056006";"319716.119";"5154303.963";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0997";;False;"1";residential;"30.0";"0.0345";"270.0";"183.955";tout_droit;;;;;;;;
"4045";"616664243";"319725.7426";"5154307.714";"616664303";"319763.5885";"5154380.353";"580056006";"319716.119";"5154303.963";Chemin Simplemont;False;"1";residential;"30.0";"-0.0314";;False;"1";residential;"30.0";"0.0345";"430.69";"138.815";droite;;;;;;;;
"4046";"616664243";"319725.7426";"5154307.714";"616664435";"319838.709";"5154342.985";"268247705";"319724.068";"5154299.945";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0997";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0125";"270.0";"240.496";gauche;;;;;;;;
"4047";"616664243";"319725.7426";"5154307.714";"616664303";"319763.5885";"5154380.353";"268247705";"319724.068";"5154299.945";Chemin Simplemont;False;"1";residential;"30.0";"-0.0314";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0125";"430.69";"195.356";gauche;;;;;;;;
"4048";"616664243";"319725.7426";"5154307.714";"580056006";"319716.119";"5154303.963";"268247705";"319724.068";"5154299.945";;False;"1";residential;"30.0";"-0.0345";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0125";"270.0";"56.542";droite;;;;;;;;
"4049";"268247705";"319724.068";"5154299.945";"581203415";"319582.2254";"5154163.412";"580056006";"319716.119";"5154303.963";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0831";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0512";"270.0";"289.277";gauche;;;;;;;;
"4050";"268247705";"319724.068";"5154299.945";"616664243";"319725.7426";"5154307.714";"580056006";"319716.119";"5154303.963";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0125";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"0.0512";"270.0";"75.349";droite;;;;;;;;
"4051";"268247705";"319724.068";"5154299.945";"581203415";"319582.2254";"5154163.412";"616664243";"319725.7426";"5154307.714";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0831";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0125";"270.0";"213.929";gauche;;;;;;;;
"4052";"268247705";"319724.068";"5154299.945";"580056006";"319716.119";"5154303.963";"616664243";"319725.7426";"5154307.714";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0512";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0125";"270.0";"284.651";gauche;;;;;;;;
"4053";"268247705";"319724.068";"5154299.945";"580056006";"319716.119";"5154303.963";"581203415";"319582.2254";"5154163.412";Avenue Charles-SecrAtan;False;"1";residential;"30.0";"-0.0512";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0831";"270.0";"70.723";droite;;;;;;;;
"4054";"268247705";"319724.068";"5154299.945";"616664243";"319725.7426";"5154307.714";"581203415";"319582.2254";"5154163.412";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0125";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0831";"270.0";"146.071";droite;;;;;;;;
"4055";"581203415";"319582.2254";"5154163.412";"268247699";"319522.9982";"5154159.138";"268247705";"319724.068";"5154299.945";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0613";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0831";"270.0";"219.78";gauche;;;;;;;;
"4056";"581203415";"319582.2254";"5154163.412";"268247705";"319724.068";"5154299.945";"268247699";"319522.9982";"5154159.138";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0831";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0613";"270.0";"140.22";droite;;;;;;;;
"4057";"268247699";"319522.9982";"5154159.138";"581203415";"319582.2254";"5154163.412";"8687650141";"319633.4049";"5154140.823";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0613";Avenue des Mousquines;False;"1";residential;"30.0";"-0.0482";"2554.0";"346.454";gauche;;;;;;;;
"4058";"268247699";"319522.9982";"5154159.138";"615588995";"319409.7222";"5154196.291";"8687650141";"319633.4049";"5154140.823";Avenue des Mousquines;False;"1";residential;"30.0";"0.0248";Avenue des Mousquines;False;"1";residential;"30.0";"-0.0482";"4838.0";"188.74";tout_droit;;;;;;;;
"4059";"268247699";"319522.9982";"5154159.138";"581203415";"319582.2254";"5154163.412";"615588995";"319409.7222";"5154196.291";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"-0.0613";Avenue des Mousquines;False;"1";residential;"30.0";"-0.0248";"2554.0";"157.714";droite;;;;;;;;
"4060";"268247699";"319522.9982";"5154159.138";"8687650141";"319633.4049";"5154140.823";"615588995";"319409.7222";"5154196.291";Avenue des Mousquines;False;"1";residential;"30.0";"0.0482";Avenue des Mousquines;False;"1";residential;"30.0";"-0.0248";"4838.0";"171.26";tout_droit;;;;;;;;
"4061";"268247699";"319522.9982";"5154159.138";"8687650141";"319633.4049";"5154140.823";"581203415";"319582.2254";"5154163.412";Avenue des Mousquines;False;"1";residential;"30.0";"0.0482";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0613";"2554.0";"13.546";droite;;;;;;;;
"4062";"268247699";"319522.9982";"5154159.138";"615588995";"319409.7222";"5154196.291";"581203415";"319582.2254";"5154163.412";Avenue des Mousquines;False;"1";residential;"30.0";"0.0248";Avenue Auguste-Verdeil;False;"1";residential;"30.0";"0.0613";"2554.0";"202.286";gauche;;;;;;;;
"4063";"564464307";"318243.3152";"5153578.762";"266381271";"318137.1035";"5153620.964";"564464309";"318259.8602";"5153572.315";Avenue de l'AlysAe;False;"3";secondary;"50.0";"0.0512";Avenue de l'AlysAe;False;"2";secondary;"50.0";"0.0185";"4254.5";"180.381";tout_droit;;;;;;;;
"4064";"564464307";"318243.3152";"5153578.762";"3516999773";"318237.7489";"5153560.612";"564464309";"318259.8602";"5153572.315";Chemin de Beau-Rivage;False;"1";residential;"30.0";"0.0254";Avenue de l'AlysAe;False;"2";secondary;"50.0";"0.0185";"2461.0";"85.761";droite;;;;;;;;
"4065";"564464307";"318243.3152";"5153578.762";"266381271";"318137.1035";"5153620.964";"3516999773";"318237.7489";"5153560.612";Avenue de l'AlysAe;False;"3";secondary;"50.0";"0.0512";Chemin de Beau-Rivage;False;"1";residential;"30.0";"-0.0254";"2478.5";"94.62";droite;;;;;;;;
"4066";"564464307";"318243.3152";"5153578.762";"564464309";"318259.8602";"5153572.315";"3516999773";"318237.7489";"5153560.612";Avenue de l'AlysAe;False;"2";secondary;"50.0";"-0.0185";Chemin de Beau-Rivage;False;"1";residential;"30.0";"-0.0254";"2461.0";"274.239";gauche;;;;;;;;
"4067";"564464307";"318243.3152";"5153578.762";"564464309";"318259.8602";"5153572.315";"266381271";"318137.1035";"5153620.964";Avenue de l'AlysAe;False;"2";secondary;"50.0";"-0.0185";Avenue de l'AlysAe;False;"3";secondary;"50.0";"-0.0512";"4254.5";"179.619";tout_droit;;;;;;;;
"4068";"564464307";"318243.3152";"5153578.762";"3516999773";"318237.7489";"5153560.612";"266381271";"318137.1035";"5153620.964";Chemin de Beau-Rivage;False;"1";residential;"30.0";"0.0254";Avenue de l'AlysAe;False;"3";secondary;"50.0";"-0.0512";"2478.5";"265.38";gauche;;;;;;;;
"4069";"564464309";"318259.8602";"5153572.315";"610316901";"318283.8561";"5153587.977";"564464307";"318243.3152";"5153578.762";Avenue de Mon-Loisir;False;"1";residential;"30.0";"-0.0017";Avenue de l'AlysAe;False;"2";secondary;"50.0";"-0.0185";"2437.0";"125.579";droite;;;;;;;;
"4070";"564464309";"318259.8602";"5153572.315";"1433170962";"318352.2813";"5153534.655";"564464307";"318243.3152";"5153578.762";Avenue de l'AlysAe;False;"2";secondary;"50.0";"-0.0007";Avenue de l'AlysAe;False;"2";secondary;"50.0";"-0.0185";"4168.5";"180.881";tout_droit;;;;;;;;
"4071";"564464309";"318259.8602";"5153572.315";"610316901";"318283.8561";"5153587.977";"1433170962";"318352.2813";"5153534.655";Avenue de Mon-Loisir;False;"1";residential;"30.0";"-0.0017";Avenue de l'AlysAe;False;"2";secondary;"50.0";"0.0007";"2368.5";"304.698";gauche;;;;;;;;
"4072";"564464309";"318259.8602";"5153572.315";"564464307";"318243.3152";"5153578.762";"1433170962";"318352.2813";"5153534.655";Avenue de l'AlysAe;False;"2";secondary;"50.0";"0.0185";Avenue de l'AlysAe;False;"2";secondary;"50.0";"0.0007";"4168.5";"179.119";tout_droit;;;;;;;;
"4073";"564464309";"318259.8602";"5153572.315";"564464307";"318243.3152";"5153578.762";"610316901";"318283.8561";"5153587.977";Avenue de l'AlysAe;False;"2";secondary;"50.0";"0.0185";Avenue de Mon-Loisir;False;"1";residential;"30.0";"0.0017";"2437.0";"234.421";gauche;;;;;;;;
"4074";"564464309";"318259.8602";"5153572.315";"1433170962";"318352.2813";"5153534.655";"610316901";"318283.8561";"5153587.977";Avenue de l'AlysAe;False;"2";secondary;"50.0";"-0.0007";Avenue de Mon-Loisir;False;"1";residential;"30.0";"0.0017";"2368.5";"55.302";droite;;;;;;;;
"4075";"567921216";"318076.8044";"5153241.095";"35295158";"317978.4431";"5153243.462";"269591979";"318100.4331";"5153250.094";Chemin de Beau-Rivage;False;"1";residential;"30.0";"-0.0033";Chemin de Beau-Rivage;False;"1";residential;"30.0";"0.0129";"685.0";"202.228";gauche;;;;;;;;
"4076";"567921216";"318076.8044";"5153241.095";"567921225";"318102.0393";"5153242.217";"269591979";"318100.4331";"5153250.094";Chemin de Beau-Rivage;False;"1";living_street;"30.0";"0.0033";Chemin de Beau-Rivage;False;"1";residential;"30.0";"0.0129";"685.0";"18.304";droite;;;;;;;;
"4077";"567921216";"318076.8044";"5153241.095";"35295158";"317978.4431";"5153243.462";"567921225";"318102.0393";"5153242.217";Chemin de Beau-Rivage;False;"1";residential;"30.0";"-0.0033";Chemin de Beau-Rivage;False;"1";living_street;"30.0";"-0.0033";"685.0";"183.924";tout_droit;;;;;;;;
"4078";"567921216";"318076.8044";"5153241.095";"269591979";"318100.4331";"5153250.094";"567921225";"318102.0393";"5153242.217";Chemin de Beau-Rivage;False;"1";residential;"30.0";"-0.0129";Chemin de Beau-Rivage;False;"1";living_street;"30.0";"-0.0033";"685.0";"341.696";gauche;;;;;;;;
"4079";"567921216";"318076.8044";"5153241.095";"269591979";"318100.4331";"5153250.094";"35295158";"317978.4431";"5153243.462";Chemin de Beau-Rivage;False;"1";residential;"30.0";"-0.0129";Chemin de Beau-Rivage;False;"1";residential;"30.0";"0.0033";"685.0";"157.772";droite;;;;;;;;
"4080";"567921216";"318076.8044";"5153241.095";"567921225";"318102.0393";"5153242.217";"35295158";"317978.4431";"5153243.462";Chemin de Beau-Rivage;False;"1";living_street;"30.0";"0.0033";Chemin de Beau-Rivage;False;"1";residential;"30.0";"0.0033";"685.0";"176.076";tout_droit;;;;;;;;
"4081";"267519620";"317963.2785";"5156104.705";"3167512245";"318023.8062";"5155948.365";"267519618";"317945.6447";"5156145.628";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0666";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0139";"0.0";"182.147";tout_droit;;;;;;;;
"4082";"267519620";"317963.2785";"5156104.705";"3167512245";"318023.8062";"5155948.365";"267519618";"317945.6447";"5156145.628";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0666";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0139";"4437.5";"182.147";tout_droit;;;;;;;;
"4083";"267519620";"317963.2785";"5156104.705";"267519618";"317945.6447";"5156145.628";"3167512245";"318023.8062";"5155948.365";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0139";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0666";"4437.5";"177.853";tout_droit;;;;;;;;
"4084";"267519620";"317963.2785";"5156104.705";"267519618";"317945.6447";"5156145.628";"3167512245";"318023.8062";"5155948.365";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0139";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0666";"0.0";"177.853";tout_droit;;;;;;;;
"4085";"267519618";"317945.6447";"5156145.628";"600825604";"317961.5233";"5156158.352";"267519620";"317963.2785";"5156104.705";Chemin de l'Ancien-Stand;False;"1";residential;"50.0";"-0.0318";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0139";"3880.165";"254.605";gauche;;;;;;;;
