field_1;id_in;x_in;y_in;id_anf;x_anf;y_anf;id_ant;x_ant;y_ant;name_anf_in;oneway_anf_in;lanes_anf_in;highway_anf_in;maxspeed_anf_in;grade_anf_in;name_in_ant;oneway_in_ant;lanes_in_ant;highway_in_ant;maxspeed_in_ant;grade_in_ant;DWV_mean;angle;movement;sas;tag;tad_fr;tad_vim;bc_rouge;preselection;Comment;Signalized_inter
"4086";"267519618";"317945.6447";"5156145.628";"8339455408";"317938.1643";"5156160.256";"267519620";"317963.2785";"5156104.705";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.017";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0139";"0.0";"176.227";tout_droit;;;;;;;;
"4087";"267519618";"317945.6447";"5156145.628";"600825604";"317961.5233";"5156158.352";"8339455408";"317938.1643";"5156160.256";Chemin de l'Ancien-Stand;False;"1";residential;"50.0";"-0.0318";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.017";"3880.165";"78.378";droite;;;;;;;;
"4088";"267519618";"317945.6447";"5156145.628";"267519620";"317963.2785";"5156104.705";"8339455408";"317938.1643";"5156160.256";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0139";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.017";"0.0";"183.773";tout_droit;;;;;;;;
"4089";"267519618";"317945.6447";"5156145.628";"267519620";"317963.2785";"5156104.705";"600825604";"317961.5233";"5156158.352";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0139";Chemin de l'Ancien-Stand;False;"1";residential;"50.0";"0.0318";"3880.165";"105.395";droite;;;;;;;;
"4090";"267519618";"317945.6447";"5156145.628";"8339455408";"317938.1643";"5156160.256";"600825604";"317961.5233";"5156158.352";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.017";Chemin de l'Ancien-Stand;False;"1";residential;"50.0";"0.0318";"3880.165";"281.622";gauche;;;;;;;;
"4091";"267510307";"319610.1746";"5155805.398";"3389308005";"319584.9234";"5155810.81";"267510313";"319665.6826";"5155660.692";Avenue de la Sallaz;False;"1";living_street;"20.0";"-0.0711";"['Avenue Victor-Ruffy', 'Avenue de la Sallaz']";False;"1";"['residential', 'living_street']";"20.0";"-0.0942";"0.0";"123.083";droite;;;;;;;;
"4092";"267510307";"319610.1746";"5155805.398";"267510313";"319665.6826";"5155660.692";"3389308005";"319584.9234";"5155810.81";"['Avenue Victor-Ruffy', 'Avenue de la Sallaz']";False;"1";"['residential', 'living_street']";"20.0";"0.0942";Avenue de la Sallaz;False;"1";living_street;"20.0";"0.0711";"0.0";"236.917";gauche;;;;;;;;
"4093";"267510304";"319525.3672";"5155831.77";"5246993827";"319546.0553";"5155881.554";"9135967787";"319517.8674";"5155811.92";Avenue de la Sallaz;False;"1";living_street;"20.0";"-0.0087";Avenue de la Sallaz;False;"1";living_street;"20.0";"-0.0213";"0.0";"181.868";tout_droit;;;;;;;;
"4094";"267510304";"319525.3672";"5155831.77";"3389308005";"319584.9234";"5155810.81";"9135967787";"319517.8674";"5155811.92";Avenue de la Sallaz;False;"1";living_street;"20.0";"0.0311";Avenue de la Sallaz;False;"1";living_street;"20.0";"-0.0213";"0.0";"268.691";gauche;;;;;;;;
"4095";"267510304";"319525.3672";"5155831.77";"5246993827";"319546.0553";"5155881.554";"3389308005";"319584.9234";"5155810.81";Avenue de la Sallaz;False;"1";living_street;"20.0";"-0.0087";Avenue de la Sallaz;False;"1";living_street;"20.0";"-0.0311";"0.0";"273.177";gauche;;;;;;;;
"4096";"267510304";"319525.3672";"5155831.77";"9135967787";"319517.8674";"5155811.92";"3389308005";"319584.9234";"5155810.81";Avenue de la Sallaz;False;"1";living_street;"20.0";"0.0213";Avenue de la Sallaz;False;"1";living_street;"20.0";"-0.0311";"0.0";"91.309";droite;;;;;;;;
"4097";"267510304";"319525.3672";"5155831.77";"9135967787";"319517.8674";"5155811.92";"5246993827";"319546.0553";"5155881.554";Avenue de la Sallaz;False;"1";living_street;"20.0";"0.0213";Avenue de la Sallaz;False;"1";living_street;"20.0";"0.0087";"0.0";"178.132";tout_droit;;;;;;;;
"4098";"267510304";"319525.3672";"5155831.77";"3389308005";"319584.9234";"5155810.81";"5246993827";"319546.0553";"5155881.554";Avenue de la Sallaz;False;"1";living_street;"20.0";"0.0311";Avenue de la Sallaz;False;"1";living_street;"20.0";"0.0087";"0.0";"86.823";droite;;;;;;;;
"4099";"8542664029";"319101.173";"5156378.754";"417154389";"319107.0065";"5156348.241";"5555928569";"319112.5948";"5156479.693";Chemin de la ChocolatiA re;False;"1";residential;"50.0";"0.0235";Chemin de la ChocolatiA re;False;"1";"['residential', 'unclassified']";"50.0";"-0.0062";"662.0";"162.721";droite;;;;;;;;
"4100";"8542664029";"319101.173";"5156378.754";"5555928569";"319112.5948";"5156479.693";"417154389";"319107.0065";"5156348.241";Chemin de la ChocolatiA re;False;"1";"['residential', 'unclassified']";"50.0";"0.0062";Chemin de la ChocolatiA re;False;"1";residential;"50.0";"-0.0235";"662.0";"197.279";gauche;;;;;;;;
"4101";"267510253";"319147.9189";"5156156.69";"562948351";"319100.5092";"5155980.525";"417154389";"319107.0065";"5156348.241";Chemin de la ChocolatiA re;False;"1";residential;"50.0";"-0.0019";Chemin de la ChocolatiA re;False;"1";residential;"50.0";"0.0453";"662.0";"207.119";gauche;;;;;;;;
"4102";"267510253";"319147.9189";"5156156.69";"417154389";"319107.0065";"5156348.241";"562948351";"319100.5092";"5155980.525";Chemin de la ChocolatiA re;False;"1";residential;"50.0";"-0.0453";Chemin de la ChocolatiA re;False;"1";residential;"50.0";"0.0019";"662.0";"152.881";droite;;;;;;;;
"4103";"599712993";"319057.2515";"5155926.079";"599447374";"319072.9624";"5155945.327";"267510242";"319050.0245";"5155917.966";Route du Signal;False;"2";residential;"50.0";"-0.0202";Route du Signal;False;"2";residential;"50.0";"-0.0113";"0.0";"177.528";tout_droit;;;;;;;;
"4104";"599712993";"319057.2515";"5155926.079";"599447374";"319072.9624";"5155945.327";"267510242";"319050.0245";"5155917.966";Route du Signal;False;"2";residential;"50.0";"-0.0202";Route du Signal;False;"2";residential;"50.0";"-0.0113";"331.0";"177.528";tout_droit;;;;;;;;
"4105";"599712993";"319057.2515";"5155926.079";"267510242";"319050.0245";"5155917.966";"599447374";"319072.9624";"5155945.327";Route du Signal;False;"2";residential;"50.0";"0.0113";Route du Signal;False;"2";residential;"50.0";"0.0202";"331.0";"182.472";tout_droit;;;;;;;;
"4106";"599712993";"319057.2515";"5155926.079";"267510242";"319050.0245";"5155917.966";"599447374";"319072.9624";"5155945.327";Route du Signal;False;"2";residential;"50.0";"0.0113";Route du Signal;False;"2";residential;"50.0";"0.0202";"0.0";"182.472";tout_droit;;;;;;;;
"4107";"267510235";"318675.8269";"5155975.232";"341365581";"318565.8463";"5155996.345";"602689555";"318673.8758";"5155949.056";Chemin de la Motte;False;"1";residential;"50.0";"0.0866";Route du Pavement;False;"2";residential;"50.0";"-0.0192";"1188.25";"96.604";droite;;;;;;;;
"4108";"267510235";"318675.8269";"5155975.232";"573250856";"318676.7256";"5155988.317";"602689555";"318673.8758";"5155949.056";Route du Pavement;False;"1";residential;"50.0";"-0.0224";Route du Pavement;False;"2";residential;"50.0";"-0.0192";"756.0";"179.666";tout_droit;;;;;;;;
"4109";"267510235";"318675.8269";"5155975.232";"341365581";"318565.8463";"5155996.345";"573250856";"318676.7256";"5155988.317";Chemin de la Motte;False;"1";residential;"50.0";"0.0866";Route du Pavement;False;"1";residential;"50.0";"0.0224";"1188.25";"276.938";gauche;;;;;;;;
"4110";"267510235";"318675.8269";"5155975.232";"602689555";"318673.8758";"5155949.056";"573250856";"318676.7256";"5155988.317";Route du Pavement;False;"2";residential;"50.0";"0.0192";Route du Pavement;False;"1";residential;"50.0";"0.0224";"756.0";"180.334";tout_droit;;;;;;;;
"4111";"267510235";"318675.8269";"5155975.232";"602689555";"318673.8758";"5155949.056";"341365581";"318565.8463";"5155996.345";Route du Pavement;False;"2";residential;"50.0";"0.0192";Chemin de la Motte;False;"1";residential;"50.0";"-0.0866";"1188.25";"263.396";gauche;;;;;;;;
"4112";"267510235";"318675.8269";"5155975.232";"573250856";"318676.7256";"5155988.317";"341365581";"318565.8463";"5155996.345";Route du Pavement;False;"1";residential;"50.0";"-0.0224";Chemin de la Motte;False;"1";residential;"50.0";"-0.0866";"1188.25";"83.062";droite;;;;;;;;
"4113";"602689574";"318720.6144";"5155669.714";"267510221";"318723.4468";"5155642.56";"573250900";"318719.3244";"5155676.615";Route du Pavement;False;"2";residential;"50.0";"0.0131";Route du Pavement;False;"2";residential;"50.0";"0.0315";"756.0";"184.633";tout_droit;;;;;;;;
"4114";"602689574";"318720.6144";"5155669.714";"602689336";"318691.682";"5155757.46";"573250900";"318719.3244";"5155676.615";Route du Pavement;False;"2";residential;"50.0";"-0.0311";Route du Pavement;False;"2";residential;"50.0";"0.0315";"756.0";"352.339";gauche;;;;;;;;
"4115";"602689574";"318720.6144";"5155669.714";"267510221";"318723.4468";"5155642.56";"602689336";"318691.682";"5155757.46";Route du Pavement;False;"2";residential;"50.0";"0.0131";Route du Pavement;False;"2";residential;"50.0";"0.0311";"756.0";"192.294";tout_droit;;;;;;;;
"4116";"602689574";"318720.6144";"5155669.714";"573250900";"318719.3244";"5155676.615";"602689336";"318691.682";"5155757.46";Route du Pavement;False;"2";residential;"50.0";"-0.0315";Route du Pavement;False;"2";residential;"50.0";"0.0311";"756.0";"7.661";droite;;;;;;;;
"4117";"602689574";"318720.6144";"5155669.714";"573250900";"318719.3244";"5155676.615";"267510221";"318723.4468";"5155642.56";Route du Pavement;False;"2";residential;"50.0";"-0.0315";Route du Pavement;False;"2";residential;"50.0";"-0.0131";"756.0";"175.367";tout_droit;;;;;;;;
"4118";"602689574";"318720.6144";"5155669.714";"602689336";"318691.682";"5155757.46";"267510221";"318723.4468";"5155642.56";Route du Pavement;False;"2";residential;"50.0";"-0.0311";Route du Pavement;False;"2";residential;"50.0";"-0.0131";"756.0";"167.706";tout_droit;;;;;;;;
"4119";"267510221";"318723.4468";"5155642.56";"602689559";"318721.4316";"5155614.495";"602689574";"318720.6144";"5155669.714";Route du Signal;False;"1";residential;"50.0";"0.0194";Route du Pavement;False;"2";residential;"50.0";"0.0131";"709.0";"190.062";tout_droit;;;;;;;;
"4120";"267510221";"318723.4468";"5155642.56";"271300387";"318751.6535";"5155720.431";"602689574";"318720.6144";"5155669.714";Route du Signal;False;"1";residential;"50.0";"-0.0988";Route du Pavement;False;"2";residential;"50.0";"0.0131";"709.0";"25.866";droite;;;;;;;;
"4121";"267510221";"318723.4468";"5155642.56";"602689559";"318721.4316";"5155614.495";"271300387";"318751.6535";"5155720.431";Route du Signal;False;"1";residential;"50.0";"0.0194";Route du Signal;False;"1";residential;"50.0";"0.0988";"662.0";"164.195";droite;;;;;;;;
"4122";"267510221";"318723.4468";"5155642.56";"602689574";"318720.6144";"5155669.714";"271300387";"318751.6535";"5155720.431";Route du Pavement;False;"2";residential;"50.0";"-0.0131";Route du Signal;False;"1";residential;"50.0";"0.0988";"709.0";"334.134";gauche;;;;;;;;
"4123";"267510221";"318723.4468";"5155642.56";"602689574";"318720.6144";"5155669.714";"602689559";"318721.4316";"5155614.495";Route du Pavement;False;"2";residential;"50.0";"-0.0131";Route du Signal;False;"1";residential;"50.0";"-0.0194";"709.0";"169.938";tout_droit;;;;;;;;
"4124";"267510221";"318723.4468";"5155642.56";"271300387";"318751.6535";"5155720.431";"602689559";"318721.4316";"5155614.495";Route du Signal;False;"1";residential;"50.0";"-0.0988";Route du Signal;False;"1";residential;"50.0";"-0.0194";"662.0";"195.805";gauche;;;;;;;;
"4125";"267491486";"317320.9996";"5155852.292";"575172247";"317323.3166";"5155843.87";"575172270";"317336.2717";"5155916.802";Avenue des BergiAA res;True;"2";tertiary;"50.0";"0.0769";Avenue des BergiA res;True;"2";tertiary;"50.0";"0.0773";"3937.0";"151.299";droite;;;;;;;;
"4126";"267491486";"317320.9996";"5155852.292";"267491485";"317311.7668";"5155846.721";"575172270";"317336.2717";"5155916.802";Chemin de la Vallombreuse;True;"1";residential;"50.0";"-0.0039";Avenue des BergiA res;True;"2";tertiary;"50.0";"0.0773";"3249.0";"225.575";gauche;;;;;;;;
"4127";"267491473";"317365.4641";"5154501.632";"574618990";"317353.1626";"5154514.77";"8555242339";"317356.1005";"5154497.388";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"-0.0213";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"-0.3372";"2009.0";"71.265";droite;;;;;;;;
"4128";"267491473";"317365.4641";"5154501.632";"2630947576";"317383.4946";"5154507.383";"8555242339";"317356.1005";"5154497.388";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"-0.0571";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"-0.3372";"2009.0";"186.692";tout_droit;;;;;;;;
"4129";"267491473";"317365.4641";"5154501.632";"574618990";"317353.1626";"5154514.77";"2630947576";"317383.4946";"5154507.383";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"-0.0213";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"0.0571";"2009.0";"244.574";gauche;;;;;;;;
"4130";"267491473";"317365.4641";"5154501.632";"8555242339";"317356.1005";"5154497.388";"2630947576";"317383.4946";"5154507.383";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"0.3372";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"0.0571";"2009.0";"173.308";tout_droit;;;;;;;;
"4131";"267491473";"317365.4641";"5154501.632";"8555242339";"317356.1005";"5154497.388";"574618990";"317353.1626";"5154514.77";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"0.3372";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"0.0213";"2009.0";"288.735";gauche;;;;;;;;
"4132";"267491473";"317365.4641";"5154501.632";"2630947576";"317383.4946";"5154507.383";"574618990";"317353.1626";"5154514.77";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"-0.0571";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"0.0213";"2009.0";"115.426";droite;;;;;;;;
"4133";"583408339";"317745.1385";"5154978.257";"582505855";"317438.904";"5155001.277";"267271851";"317770.098";"5154973.268";Chemin de Boston;True;"1";residential;"50.0";"0.0921";Avenue d'Echallens;False;"3";primary;"50.0";"-0.017";"2617.5";"172.995";tout_droit;;;;;;;;
"4134";"583408339";"317745.1385";"5154978.257";"583408338";"317727.0601";"5154982.071";"267271851";"317770.098";"5154973.268";Avenue d'Echallens;False;"3";primary;"50.0";"-0.0162";Avenue d'Echallens;False;"3";primary;"50.0";"-0.017";"2449.0";"180.609";tout_droit;;;;;;;;
"4135";"583408339";"317745.1385";"5154978.257";"582505855";"317438.904";"5155001.277";"583408338";"317727.0601";"5154982.071";Chemin de Boston;True;"1";residential;"50.0";"0.0921";Avenue d'Echallens;False;"3";primary;"50.0";"0.0162";"1365.5";"352.386";gauche;;;;;;;;
"4136";"583408339";"317745.1385";"5154978.257";"267271851";"317770.098";"5154973.268";"583408338";"317727.0601";"5154982.071";Avenue d'Echallens;False;"3";primary;"50.0";"0.017";Avenue d'Echallens;False;"3";primary;"50.0";"0.0162";"2449.0";"179.391";tout_droit;;;;;;;;
"4137";"564116116";"317780.0269";"5154971.59";"267271851";"317770.098";"5154973.268";"564116109";"317812.7456";"5154932.115";Place Chauderon;False;"4";primary;"50.0";"-0.0146";Place Chauderon;True;"1";secondary_link;"50.0";"-0.0267";"3701.0";"139.246";droite;;;;;;;;
"4138";"564116116";"317780.0269";"5154971.59";"258314545";"317831.4603";"5154965.249";"564116109";"317812.7456";"5154932.115";Place Chauderon;False;"3";primary;"50.0";"0.0039";Place Chauderon;True;"1";secondary_link;"50.0";"-0.0267";"3701.0";"316.682";gauche;;;;;;;;
"4139";"564116116";"317780.0269";"5154971.59";"267271851";"317770.098";"5154973.268";"258314545";"317831.4603";"5154965.249";Place Chauderon;False;"4";primary;"50.0";"-0.0146";Place Chauderon;False;"3";primary;"50.0";"-0.0039";"3701.0";"182.564";tout_droit;;;;;;;;
"4140";"564116116";"317780.0269";"5154971.59";"258314545";"317831.4603";"5154965.249";"267271851";"317770.098";"5154973.268";Place Chauderon;False;"3";primary;"50.0";"0.0039";Place Chauderon;False;"4";primary;"50.0";"0.0146";"3701.0";"177.436";tout_droit;;;;;;;;
"4141";"267271851";"317770.098";"5154973.268";"583408339";"317745.1385";"5154978.257";"313713703";"317693.5875";"5155013.819";Avenue d'Echallens;False;"3";primary;"50.0";"-0.017";Avenue d'Echallens;True;"1";primary;"50.0";"0.0172";"2075.0";"343.38";gauche;;;;;;;;
"4142";"267271851";"317770.098";"5154973.268";"564116116";"317780.0269";"5154971.59";"313713703";"317693.5875";"5155013.819";Place Chauderon;False;"4";primary;"50.0";"0.0146";Avenue d'Echallens;True;"1";primary;"50.0";"0.0172";"2075.0";"161.669";droite;;;;;;;;
"4143";"267271851";"317770.098";"5154973.268";"583408339";"317745.1385";"5154978.257";"564116116";"317780.0269";"5154971.59";Avenue d'Echallens;False;"3";primary;"50.0";"-0.017";Place Chauderon;False;"4";primary;"50.0";"-0.0146";"3701.0";"181.711";tout_droit;;;;;;;;
"4144";"267271851";"317770.098";"5154973.268";"564116116";"317780.0269";"5154971.59";"583408339";"317745.1385";"5154978.257";Place Chauderon;False;"4";primary;"50.0";"0.0146";Avenue d'Echallens;False;"3";primary;"50.0";"0.017";"3701.0";"178.289";tout_droit;;;;;;;;
"4145";"597819136";"318766.98";"5154119.168";"597814851";"318770.111";"5154126.814";"330171530";"318712.842";"5153980.573";Avenue Juste-Olivier;False;"4";tertiary;"50.0";"-0.0122";Avenue Juste-Olivier;False;"4";tertiary;"50.0";"-0.0659";"1947.0";"180.932";tout_droit;;;;;;;;
"4146";"597819136";"318766.98";"5154119.168";"330171530";"318712.842";"5153980.573";"597814851";"318770.111";"5154126.814";Avenue Juste-Olivier;False;"4";tertiary;"50.0";"0.0659";Avenue Juste-Olivier;False;"4";tertiary;"50.0";"0.0122";"1947.0";"179.068";tout_droit;;;;;;;;
"4147";"567523441";"316260.4247";"5154205.612";"266877419";"316255.5754";"5154186.23";"5308756506";"316295.2455";"5154197.104";;False;"1";pedestrian;;"0.0054";;False;"1";pedestrian;;"0.0594";"0.0";"90.316";droite;;;;;;;;
"4148";"567523441";"316260.4247";"5154205.612";"266877408";"316259.4125";"5154213.495";"5308756506";"316295.2455";"5154197.104";;False;"1";pedestrian;;"-0.0737";;False;"1";pedestrian;;"0.0594";"0.0";"248.953";gauche;;;;;;;;
"4149";"567523441";"316260.4247";"5154205.612";"266877419";"316255.5754";"5154186.23";"266877408";"316259.4125";"5154213.495";;False;"1";pedestrian;;"0.0054";;False;"1";pedestrian;;"0.0737";"0.0";"201.364";gauche;;;;;;;;
"4150";"567523441";"316260.4247";"5154205.612";"5308756506";"316295.2455";"5154197.104";"266877408";"316259.4125";"5154213.495";;False;"1";pedestrian;;"-0.0594";;False;"1";pedestrian;;"0.0737";"0.0";"111.047";droite;;;;;;;;
"4151";"567523441";"316260.4247";"5154205.612";"5308756506";"316295.2455";"5154197.104";"266877419";"316255.5754";"5154186.23";;False;"1";pedestrian;;"-0.0594";;False;"1";pedestrian;;"-0.0054";"0.0";"269.684";gauche;;;;;;;;
"4152";"567523441";"316260.4247";"5154205.612";"266877408";"316259.4125";"5154213.495";"266877419";"316255.5754";"5154186.23";;False;"1";pedestrian;;"-0.0737";;False;"1";pedestrian;;"-0.0054";"0.0";"158.636";droite;;;;;;;;
"4153";"266877402";"316263.4459";"5154247.226";"567523445";"316263.9392";"5154228.572";"574442243";"316257.6761";"5154228.628";Rond point Maladiere;False;"1";pedestrian;;"0.0222";Rond Point Maladiere;False;"1";pedestrian;;"-0.0242";"0.0";"341.249";gauche;;;;;;;;
"4154";"266877402";"316263.4459";"5154247.226";"567523474";"316269.7773";"5154261.558";"574442243";"316257.6761";"5154228.628";;False;"1";pedestrian;;"-0.0863";Rond Point Maladiere;False;"1";pedestrian;;"-0.0242";"0.0";"186.598";tout_droit;;;;;;;;
"4155";"266877402";"316263.4459";"5154247.226";"567523445";"316263.9392";"5154228.572";"567523474";"316269.7773";"5154261.558";Rond point Maladiere;False;"1";pedestrian;;"0.0222";;False;"1";pedestrian;;"0.0863";"0.0";"154.651";droite;;;;;;;;
"4156";"266877402";"316263.4459";"5154247.226";"574442243";"316257.6761";"5154228.628";"567523474";"316269.7773";"5154261.558";Rond Point Maladiere;False;"1";pedestrian;;"0.0242";;False;"1";pedestrian;;"0.0863";"0.0";"173.402";tout_droit;;;;;;;;
